"","Reference","Depth","Beg_end","Temperature","Conductivity","pH","Salinity","DissolvedO2","Flag"
"26825","CKM2012090303",3,"B",29.4,49.3,8,32.1,5.6,NA
"26826","CKM2012090303",4,"B",29.4,49.3,8,32.1,5.6,NA
"26827","CKM2012090303",5,"B",29.4,49.3,8,32.1,5.5,NA
"26828","CKM2012090303",5.3,"B",29.4,49.3,8,32.1,5.5,NA
"26829","CKM2012090304",0.2,"B",29.6,36.6,8.1,23,7.4,NA
"26830","CKM2012090304",1,"B",28.9,38,8.1,24,7.3,NA
"26831","CKM2012090304",2,"B",29.3,49.2,8.1,32,6.1,NA
"26832","CKM2012090304",3,"B",29.3,49.2,8.1,32.1,5.9,NA
"26833","CKM2012090304",4,"B",29.3,49.2,8.1,32.1,5.8,NA
"26834","CKM2012090304",5,"B",29.3,49.2,8.1,32.1,5.7,NA
"26835","CKM2012090304",5.4,"B",29.3,49.2,8.1,32.1,5.7,NA
"26836","CKM2012090305",0.2,"B",29.7,38.4,8.1,24.3,7.1,NA
"26837","CKM2012090305",1,"B",29,40.7,8.1,25.9,6.8,NA
"26838","CKM2012090305",2,"B",29.4,49.3,8.1,32.1,6.2,NA
"26839","CKM2012090305",3,"B",29.4,49.3,8.1,32.1,5.9,NA
"26840","CKM2012090305",4,"B",29.4,49.3,8.1,32.1,5.9,NA
"26841","CKM2012090305",5,"B",29.4,49.3,8.1,32.1,5.9,NA
"26842","CKM2012090305",5.4,"B",29.4,49.3,8.1,32.1,5.9,NA
"26843","CKM2012090306",0.2,"B",30.6,36.5,8.1,22.9,7.2,NA
"26844","CKM2012090306",1,"B",29.8,42.6,8.1,27.3,6.9,NA
"26845","CKM2012090306",2,"B",29.4,48,8.1,31.2,6.3,NA
"26846","CKM2012090306",3,"B",29.4,49.2,8.1,32,6.1,NA
"26847","CKM2012090306",4,"B",29.4,49.3,8.1,32.1,6,NA
"26848","CKM2012090306",5,"B",29.4,49.3,8.1,32.1,5.9,NA
"26849","CKM2012090306",5.5,"B",29.4,49.3,8.1,32.1,5.8,NA
"26850","CKM2012090307",0.2,"B",30.2,36.6,8.1,22,7.4,NA
"26851","CKM2012090307",1,"B",29.2,43.1,8.1,27.6,7,NA
"26852","CKM2012090307",2,"B",29.3,49.2,8.1,32,6.2,NA
"26853","CKM2012090307",3,"B",29.4,49.2,8.1,32,6,NA
"26854","CKM2012090307",4,"B",29.3,49.2,8.1,32,5.8,NA
"26855","CKM2012090307",5,"B",29.3,49.2,8.1,32,5.7,NA
"26856","CKM2012090307",5.4,"B",29.3,49.2,8,32,5.6,NA
"26857","CKM2012090308",0.2,"B",30,38.2,8.1,24.1,8.1,NA
"26858","CKM2012090308",0.8,"B",30,38.2,8.1,24.1,8.2,NA
"26859","CKM2012090401",0.2,"B",26.9,20,7.9,18.5,6.2,NA
"26860","CKM2012090401",1,"B",28.8,40.2,7.8,25.6,4.2,NA
"26861","CKM2012090402",0.2,"B",27.7,29.8,7.8,18.4,5.4,NA
"26862","CKM2012090402",0.6,"B",27.7,30.2,7.7,18.7,5.1,NA
"26863","CKM2012090403",0.2,"B",27.3,30.8,7.9,19,6.2,NA
"26864","CKM2012090403",0.6,"B",27.4,32.3,7.8,20.1,5.7,NA
"26865","CKM2012090404",0.2,"B",28.1,18.2,7.6,10.8,4.9,NA
"26866","CKM2012090404",0.9,"B",28.1,18.4,7.5,10.9,4.8,NA
"26867","CKM2012090405",0.2,"B",27.3,20.9,7.7,12.5,6.9,NA
"26868","CKM2012090405",0.9,"B",28.3,40.8,7.8,26,4.5,NA
"26869","CKM2012090406",0.2,"B",27.3,28.6,7.7,17.5,6.5,NA
"26870","CKM2012090406",1,"B",27.3,28.6,7.7,17.6,6.4,NA
"26871","CKM2012090406",1.1,"B",27.3,28.6,7.7,17.6,6.4,NA
"26872","CKM2012090407",0.2,"B",27,22.6,7.6,13.6,6,NA
"26873","CKM2012090407",0.8,"B",27,22.7,7.6,13.6,5.8,NA
"26874","CKM2012090408",0.2,"B",27.8,28.2,7.6,17.3,5.5,NA
"26875","CKM2012090408",0.8,"B",27.8,28.5,7.6,17.5,5.3,NA
"26876","CKM2012090409",0.2,"B",27.2,1.3,7.8,0.6,5.2,NA
"26877","CKM2012090409",1,"B",27.2,3.4,7.4,1.8,4.5,NA
"26878","CKM2012090409",1.1,"B",27.2,7.3,7.2,4,4.4,NA
"26879","CKM2012090501",0.2,"B",27.7,38,7.8,24,6.4,NA
"26880","CKM2012090501",0.5,"B",27.7,38,7.9,24.1,6.3,NA
"26881","CKM2012090502",0.2,"B",27.3,37.4,7.6,23.6,6.4,NA
"26882","CKM2012090502",1,"B",27.3,37.4,7.7,23.7,6.1,NA
"26883","CKM2012090502",1.6,"B",27.3,37.4,7.7,23.7,6,NA
"26884","CKM2012090503",0.2,"B",27.4,36.6,7.7,23.1,6.3,NA
"26885","CKM2012090503",0.5,"B",27.2,36.5,7.7,23,6.4,NA
"26886","CKM2012090504",0.2,"B",27.8,39.4,7.8,25.1,6.3,NA
"26887","CKM2012090504",1,"B",27.8,39.5,7.8,25.1,6.3,NA
"26888","CKM2012090504",1.6,"B",27.8,39.5,7.8,25.1,6.3,NA
"26889","CKM2012090505",0.2,"B",28.1,39.4,7.8,25.1,7.1,NA
"26890","CKM2012090505",0.8,"B",28.1,39.6,7.9,25.1,7,NA
"26891","CKM2012090506",0.2,"B",27.9,40.2,7.8,25.6,6.5,NA
"26892","CKM2012090506",1,"B",27.9,40.2,7.8,25.6,6.5,NA
"26893","CKM2012090506",1.8,"B",27.9,40.3,7.9,25.7,6.4,NA
"26894","CKM2012090601",0.2,"B",24.9,40.8,7.7,25.6,5.9,NA
"26895","CKM2012090601",0.3,"B",24.9,40.1,7.8,25.6,5.8,NA
"26896","CKM2012090602",0.2,"B",26.2,40.7,7.8,26,6.4,NA
"26897","CKM2012090602",0.6,"B",26.2,40.7,7.8,26,6.3,NA
"26898","CKM2012090603",0.2,"B",27,43.4,7.9,27.9,6.8,NA
"26899","CKM2012090603",0.8,"B",27.1,43.4,7.9,27.9,6.8,NA
"26900","CKM2012090604",0.2,"B",25.3,42.2,7.7,27.1,5,NA
"26901","CKM2012090604",0.5,"B",25.3,42.2,7.8,27.1,5.1,NA
"26902","CKM2012090605",0.2,"B",26.1,40.7,7.6,26.2,4.1,NA
"26903","CKM2012090606",0.2,"B",27.4,45.2,7.7,29.2,6.6,NA
"26904","CKM2012090606",1,"B",27.4,45.3,7.8,29.2,6.5,NA
"26905","CKM2012090607",0.2,"B",27.2,44.3,7.7,28.6,6.3,NA
"26906","CKM2012090607",1,"B",27.2,44.4,7.8,28.6,6.2,NA
"26907","CKM2012090608",0.2,"B",27.7,42.7,7.8,27.4,7.1,NA
"26908","CKM2012090608",1,"B",27.7,42.7,7.8,27.4,7.1,NA
"26909","CKM2012090608",1.4,"B",27.7,42.8,7.9,27.4,7.1,NA
"26910","CKM2012090701",0.2,"B",26.1,34.2,7.8,21.4,5.7,NA
"26911","CKM2012090701",0.4,"B",26.1,34.2,7.8,21.4,5.8,NA
"26912","CKM2012090702",0.2,"B",26,33.3,7.7,20.8,5.5,NA
"26913","CKM2012090702",0.9,"B",26,33.3,7.7,20.8,5.5,NA
"26914","CKM2012090703",0.2,"B",25.7,25.8,7.8,15.7,5.2,NA
"26915","CKM2012090703",0.7,"B",25.7,25.8,7.7,15.7,5.1,NA
"26916","CKM2012090704",0.2,"B",25.8,36.4,7.7,23,6.8,NA
"26917","CKM2012090704",1,"B",26,37.4,7.7,23.7,6.6,NA
"26918","CKM2012090801",0.2,"B",24.7,38.3,7.5,24.4,5.7,NA
"26919","CKM2012090801",0.7,"B",24.7,38.4,7.5,24.4,5.7,NA
"26920","CKM2012090802",0.2,"B",25.4,39.2,7.6,25,6.2,NA
"26921","CKM2012090802",0.8,"B",25.4,39.2,7.6,25,6.2,NA
"26922","CKM2012090803",0.2,"B",25.3,40.3,7.6,25.7,6.8,NA
"26923","CKM2012090804",0.2,"B",25.2,37.9,7.5,24.1,6.3,NA
"26924","CKM2012090804",0.7,"B",25.3,38.2,7.5,24.3,6.2,NA
"26925","CKM2012090805",0.2,"B",25.1,38.5,7.6,24.4,6.3,NA
"26926","CKM2012090805",1,"B",25.1,38.5,7.6,24.4,6.3,NA
"26927","CKM2012090805",2,"B",25.1,38.5,7.6,24.4,6.3,NA
"26928","CKM2012090806",0.2,"B",25.3,36.7,7.4,23.2,6.1,NA
"26929","CKM2012090806",0.6,"B",25.3,36.8,7.4,23.2,6.2,NA
"26930","CKM2012090807",0.2,"B",25.2,35.9,7.3,22.6,5,NA
"26931","CKM2012090807",0.6,"B",25.2,36.1,7.3,22.8,5.1,NA
"26932","CKM2012090808",0.2,"B",26.8,44,7.7,28.4,6.6,NA
"26933","CKM2012090808",1,"B",26.8,44,7.7,28.4,6.5,NA
"26934","CKM2012090901",0.2,"B",26.2,29.8,7.6,18.4,5.9,NA
"26935","CKM2012090901",1,"B",26.2,29.8,7.6,18.4,5.8,NA
"26936","CKM2012090902",0.2,"B",25.8,28.1,7.6,17.3,6.4,NA
"26937","CKM2012090902",0.5,"B",25.7,28.8,7.6,17.8,6.1,NA
"26938","CKM2012090903",0.2,"B",26.3,32.9,7.6,20.5,5.5,NA
"26939","CKM2012090903",0.4,"B",26.3,33.6,7.6,21,5.5,NA
"26940","CKM2012090904",0.2,"B",26.4,30.3,7.6,18.8,5.8,NA
"26941","CKM2012090904",1,"B",26.4,31,7.6,19.3,5.9,NA
"26942","CKM2012090904",1.1,"B",26.4,31.1,7.6,19.3,5.8,NA
"26943","CKM2012090905",0.2,"B",26.3,25.8,7.6,15.7,5.1,NA
"26944","CKM2012090905",1,"B",26.3,28.2,7.6,17.3,5.6,NA
"26945","CKM2012090905",1.3,"B",26.5,28.6,7.6,17.6,5.2,NA
"26946","CKM2012100101",0.2,"B",27,39.4,7.4,25,4.6,NA
"26947","CKM2012100101",0.4,"B",27,39.4,7.4,25,4.5,NA
"26948","CKM2012100102",0.2,"B",27.6,36.4,7.7,22.9,6.6,NA
"26949","CKM2012100102",0.3,"B",27.7,36.4,7.7,23,6.2,NA
"26950","CKM2012100103",0.2,"B",27.5,36,7.6,22.6,6.2,NA
"26951","CKM2012100103",0.4,"B",27.5,35.9,7.6,22.6,5.7,NA
"26952","CKM2012100104",0.2,"B",28.2,38.4,7.8,24.3,6.2,NA
"26953","CKM2012100104",0.3,"B",28.2,38.4,7.8,24.3,6.2,NA
"26954","CKM2012100201",0.2,"B",27.3,44.1,7.9,28.4,5.7,NA
"26955","CKM2012100201",0.6,"B",27.3,44.1,7.9,28.4,5.7,NA
"26956","CKM2012100202",0.2,"B",27,44.4,7.9,28.6,5.3,NA
"26957","CKM2012100203",0.2,"B",27.1,45,7.8,29,5.6,NA
"26958","CKM2012100203",0.4,"B",27.1,45,7.8,29,5.6,NA
"26959","CKM2012100204",0.2,"B",27.2,46,8,29.7,6.2,NA
"26960","CKM2012100204",0.8,"B",27.2,46,8,29.7,6.2,NA
"26961","CKM2012100205",0.2,"B",27.2,46.7,8,30.2,5.7,NA
"26962","CKM2012100205",1,"B",27.2,46.7,7.9,30.3,5.7,NA
"26963","CKM2012100206",0.2,"B",27.9,46.5,8,30.1,6.7,NA
"26964","CKM2012100206",0.4,"B",27.9,46.5,8,30.1,6.8,NA
"26965","CKM2012100207",0.2,"B",27.8,46.8,8,30.3,7.4,NA
"26966","CKM2012100207",0.5,"B",27.8,46.8,8.1,30.3,7.5,NA
"26967","CKM2012100208",0.2,"B",28.2,46.8,8.2,30.3,9.2,NA
"26968","CKM2012100208",0.4,"B",28.2,46.8,8.2,30.3,9.3,NA
"26969","CKM2012100301",0.2,"B",27.8,48.7,8,31.7,6.6,NA
"26970","CKM2012100301",1,"B",27.8,48.6,8,31.7,6.5,NA
"26971","CKM2012100301",2,"B",27.8,48.6,8,31.7,6.5,NA
"26972","CKM2012100301",3,"B",27.8,48.6,8,31.7,6.5,NA
"26973","CKM2012100301",4,"B",27.8,48.6,8,31.7,6.4,NA
"26974","CKM2012100301",5,"B",27.8,48.6,8,31.7,6.4,NA
"26975","CKM2012100301",5.4,"B",27.8,48.6,8,31.7,6.4,NA
"26976","CKM2012100302",0.2,"B",27.4,46.7,8,30.3,6.3,NA
"26977","CKM2012100302",0.3,"B",27.4,46.7,8,30.3,6.3,NA
"26978","CKM2012100303",0.2,"B",27.8,49.2,8.1,32.1,7.4,NA
"26979","CKM2012100303",1,"B",27.8,49.3,8.1,32.1,7.4,NA
"26980","CKM2012100303",2,"B",27.9,49.4,8.1,32.2,7.3,NA
"26981","CKM2012100303",3,"B",27.9,49.4,8.1,32.2,7.2,NA
"26982","CKM2012100303",4,"B",27.9,49.4,8.1,32.2,7.1,NA
"26983","CKM2012100303",4.5,"B",27.9,49.4,8.1,32.2,7.1,NA
"26984","CKM2012100304",0.2,"B",27.8,48.3,8.1,31.4,7,NA
"26985","CKM2012100304",1,"B",27.8,48.3,8.1,31.4,6.8,NA
"26986","CKM2012100304",2,"B",27.8,48.3,8.1,31.4,6.8,NA
"26987","CKM2012100304",3,"B",27.8,48.3,8.1,31.4,6.7,NA
"26988","CKM2012100304",3.3,"B",27.8,48.3,8.1,31.5,6.7,NA
"26989","CKM2012100305",0.2,"B",27.6,47,8,30.6,6.5,NA
"26990","CKM2012100305",1,"B",27.5,47.7,8,31,6,NA
"26991","CKM2012100305",2,"B",27.4,47.8,8,31.1,5.9,NA
"26992","CKM2012100305",3,"B",27.4,47.8,8,31.1,5.8,NA
"26993","CKM2012100305",4,"B",27.4,47.8,8,31.1,5.8,NA
"26994","CKM2012100305",4.3,"B",27.4,47.8,8,31.1,5.8,NA
"26995","CKM2012100306",0.2,"B",27.5,42.3,7.9,27.1,5.1,NA
"26996","CKM2012100306",0.4,"B",27.5,42.3,7.8,27.1,4.9,NA
"26997","CKM2012100307",0.2,"B",28,44.2,8,28.4,7,NA
"26998","CKM2012100307",1,"B",27.9,44.3,8,28.6,6.7,NA
"26999","CKM2012100307",2,"B",27.8,44.7,8,28.8,6.7,NA
"27000","CKM2012100307",3,"B",27.8,44.7,8,28.9,6.6,NA
"27001","CKM2012100401",0.2,"B",26.8,34.1,7.9,21.3,6.4,NA
"27002","CKM2012100401",1,"B",26.8,34.2,7.9,21.4,6.3,NA
"27003","CKM2012100401",1.7,"B",26.9,37.1,7.8,23.5,6,NA
"27004","CKM2012100402",0.2,"B",26.9,38.6,7.9,24.5,6.1,NA
"27005","CKM2012100402",1,"B",26.9,38.6,7.9,24.5,6,NA
"27006","CKM2012100402",2,"B",26.9,38.7,7.8,24.5,6,NA
"27007","CKM2012100402",2.3,"B",26.9,38.7,7.8,24.6,5.8,NA
"27008","CKM2012100403",0.2,"B",27.1,41.6,7.9,26.6,6.5,NA
"27009","CKM2012100403",1,"B",27.2,41.7,7.9,26.7,6.5,NA
"27010","CKM2012100403",2,"B",27.2,44.4,7.9,28.6,6.4,NA
"27011","CKM2012100403",3,"B",27.4,48,7.9,31.2,6.4,NA
"27012","CKM2012100403",4,"B",27.5,48,7.9,31.2,6.4,NA
"27013","CKM2012100404",0.2,"B",26.6,21.2,7.9,12.7,6.7,NA
"27014","CKM2012100405",0.2,"B",27,31.5,7.8,19.6,5.5,NA
"27015","CKM2012100405",0.5,"B",27,31.6,7.6,19.6,5.9,NA
"27016","CKM2012100406",0.2,"B",27,37.7,7.8,23.9,5.5,NA
"27017","CKM2012100407",0.2,"B",26.8,32.3,7.8,20.1,6.2,NA
"27018","CKM2012100407",1,"B",27,45.4,7.7,29.3,5.9,NA
"27019","CKM2012100407",1.8,"B",27.1,45.4,7.8,29.4,5.9,NA
"27020","CKM2012100408",0.2,"B",26.5,13.5,8,7.9,5.6,NA
"27021","CKM2012100408",1,"B",26.6,20.2,7.8,12,5.4,NA
"27022","CKM2012100408",1.6,"B",27.1,38.3,7.6,24.2,5.2,NA
"27023","CKM2012100501",0.2,"B",27.6,37.3,7.8,23.6,6.2,NA
"27024","CKM2012100501",1,"B",27.6,37.3,7.8,23.6,6.1,NA
"27025","CKM2012100501",1.2,"B",27.6,37.3,7.8,23.6,6.1,NA
"27026","CKM2012100502",0.2,"B",27.5,37.3,7.9,23.5,6.4,NA
"27027","CKM2012100502",0.5,"B",27.5,37.3,7.9,23.5,6.1,NA
"27028","CKM2012100503",0.2,"B",27.5,38.1,7.9,24.1,6,NA
"27029","CKM2012100503",1,"B",27.5,38.1,7.9,24.1,6,NA
"27030","CKM2012100504",0.2,"B",27.5,42.8,7.9,27.5,4.9,NA
"27031","CKM2012100504",0.4,"B",27.5,42.8,7.9,27.5,4.8,NA
"27032","CKM2012100601",0.2,"B",27,38.4,7.5,24.4,4,NA
"27033","CKM2012100601",0.8,"B",27.3,40.3,7.5,25.7,3.8,NA
"27034","CKM2012100602",0.2,"B",27.3,42.7,7.6,27.4,3.4,NA
"27035","CKM2012100602",0.8,"B",27.4,43.1,7.6,27.8,3.4,NA
"27036","CKM2012100603",0.2,"B",27.4,42.3,7.6,27.1,3.5,NA
"27037","CKM2012100603",0.8,"B",27.4,42.9,7.6,27.5,3.4,NA
"27038","CKM2012100604",0.2,"B",26.7,32.8,7.6,20.5,4.2,NA
"27039","CKM2012100604",0.3,"B",26.7,33,7.6,20.6,4.1,NA
"27040","CKM2012100605",0.2,"B",25.5,21.9,7.6,13.2,4.5,NA
"27041","CKM2012100605",0.6,"B",25.5,21.9,7.6,13.2,4.5,NA
"27042","CKM2012100606",0.2,"B",27.2,36.3,7.5,23.2,4.1,NA
"27043","CKM2012100606",0.8,"B",27.3,40.5,7.5,25.9,4,NA
"27044","CKM2012100607",0.2,"B",26,9.7,7.8,5.4,4.7,NA
"27045","CKM2012100607",0.6,"B",26,9.7,7.7,5.4,4.7,NA
"27046","CKM2012100608",0.2,"B",25,0.8,8.7,0.4,5.7,NA
"27047","CKM2012100608",0.6,"B",25,0.8,8.5,0.4,5.7,NA
"27048","CKM2012100609",0.2,"B",26.3,20.9,7.2,12.6,4.4,NA
"27049","CKM2012100609",0.5,"B",26.7,29.7,7.2,18.3,3.8,NA
"27050","CKM2012100701",0.2,"B",25.3,28,7.4,17.2,5.7,NA
"27051","CKM2012100701",1,"B",27.3,39.4,7.3,25.1,4.3,NA
"27052","CKM2012100701",1.3,"B",27.3,40.5,7.3,25.8,4,NA
"27053","CKM2012100702",0.2,"B",25.9,27.2,7.7,16.6,5.5,NA
"27054","CKM2012100702",0.9,"B",26.9,37.3,7.5,23.6,4.6,NA
"27055","CKM2012100703",0.2,"B",25.3,14.2,7.9,8.2,5.6,NA
"27056","CKM2012100703",0.9,"B",25.8,21.7,7.5,13,4.9,NA
"27057","CKM2012100704",0.2,"B",25.7,32.5,7.6,20.3,5.8,NA
"27058","CKM2012100704",1,"B",26.6,38,7.6,24,5,NA
"27059","CKM2012100704",1.3,"B",27.2,40.3,7.6,25.7,4.4,NA
"27060","CKM2012100705",0.2,"B",25.6,22.8,7.7,13.7,5.4,NA
"27061","CKM2012100705",0.9,"B",25.8,28.3,7.6,17.4,5,NA
"27062","CKM2012100706",0.2,"B",26.1,33.4,7.6,20.8,5.6,NA
"27063","CKM2012100706",0.9,"B",26.7,37.2,7.6,23.5,4.3,NA
"27064","CKM2012100707",0.2,"B",26.3,26.7,7.7,16.3,5.2,NA
"27065","CKM2012100707",0.6,"B",26.6,30.7,7.6,19,4.6,NA
"27066","CKM2012100708",0.2,"B",26.2,32.2,7.6,20.1,5.2,NA
"27067","CKM2012100708",0.7,"B",26.5,34.2,7.5,21.4,4.8,NA
"27068","CKM2012100801",0.2,"B",25.7,37.5,7.7,23.8,5.4,NA
"27069","CKM2012100801",0.8,"B",26.3,39.9,7.7,25.3,4.7,NA
"27070","CKM2012100802",0.2,"B",25.5,34.5,7.7,21.7,5.2,NA
"27071","CKM2012100802",0.4,"B",25.6,34.6,7.6,21.7,5.1,NA
"27072","CKM2012100803",0.2,"B",25.9,38,7.7,24.1,5.2,NA
"27073","CKM2012100803",0.5,"B",25.9,38,7.7,24.1,5.2,NA
"27074","CKM2012100804",0.2,"B",25.9,37.3,7.7,23.6,5.3,NA
"27075","CKM2012100804",0.8,"B",25.9,37.3,7.7,23.6,5.3,NA
"27076","CKM2012100805",0.2,"B",25.1,36.1,7.6,22.8,5.2,NA
"27077","CKM2012100805",0.9,"B",25.1,36.1,7.6,22.8,5.1,NA
"27078","CKM2012100806",0.2,"B",24,38.8,7.6,24.7,5.2,NA
"27079","CKM2012100806",0.4,"B",24,38.8,7.6,24.7,5.1,NA
"27080","CKM2012100807",0.2,"B",25.7,41.9,7.8,26.8,6.8,NA
"27081","CKM2012100807",1.1,"B",25.7,41.9,7.8,26.8,6.8,NA
"27082","CKM2012100808",0.2,"B",25.6,43.6,7.9,28.1,7.3,NA
"27083","CKM2012100808",1,"B",25.6,43.9,7.9,28.2,7.2,NA
"27084","CKM2012100808",1.3,"B",25.8,44.8,7.9,28.9,7.1,NA
"27085","CKM2012100901",0.2,"B",23.4,13.9,8,7.5,5.4,NA
"27086","CKM2012100901",0.3,"B",23.4,13.9,8,7.5,5.4,NA
"27087","CKM2012100902",0.2,"B",23.2,11.5,7.9,6.4,6.6,NA
"27088","CKM2012100902",1,"B",23.4,25.2,7.5,15.4,5.6,NA
"27089","CKM2012100902",2,"B",23.9,26.6,7.5,16.3,4.6,NA
"27090","CKM2012100902",2.3,"B",24,26.8,7.5,16.4,4.5,NA
"27091","CKM2012100903",0.2,"B",23.2,11.3,8.1,6.6,7.7,NA
"27092","CKM2012100903",1,"B",23.9,26.4,7.5,16.2,5.6,NA
"27093","CKM2012100903",2,"B",24,27,7.5,16.6,4.8,NA
"27094","CKM2012100903",3,"B",24,27.2,7.5,16.7,4.5,NA
"27095","CKM2012100903",3.3,"B",24,27.2,7.5,16.7,4.5,NA
"27096","CKM2012100904",0.2,"B",23.6,4.3,8.5,2.2,7.3,NA
"27097","CKM2012100904",1,"B",23.4,11.5,7.7,6.9,6.4,NA
"27098","CKM2012100904",2,"B",23.8,22,7.4,13.3,5.4,NA
"27099","CKM2012100904",2.1,"B",23.8,22,7.4,13.3,5.4,NA
"27100","CKM2012100905",0.2,"B",23.9,0.3,9.7,0.2,8.1,NA
"27101","CKM2012100905",1,"B",23.9,0.3,9.3,0.2,6.4,NA
"27102","CKM2012100905",2,"B",23.9,0.3,9,0.2,6.2,NA
"27103","CKM2012100905",3,"B",23.9,0.3,8.8,0.2,6.1,NA
"27104","CKM2012100905",4,"B",23.9,0.3,8.4,0.2,6.1,NA
"27105","CKM2012100905",4.4,"B",23.9,0.3,8.3,0.2,6.1,NA
"27106","CKM2012100906",0.2,"B",23.9,0.3,8.1,0.2,6.2,NA
"27107","CKM2012100906",0.4,"B",23.9,0.3,8.1,0.2,6.2,NA
"27108","CKM2012100907",0.2,"B",23.9,0.3,7.9,0.2,6.3,NA
"27109","CKM2012100907",0.8,"B",23.9,0.3,7.9,0.2,6.2,NA
"27110","CKM2012100908",0.2,"B",24.1,5.6,6.7,3.2,8.3,NA
"27111","CKM2012100908",1,"B",24.2,5.8,7,3.3,6.3,NA
"27112","CKM2012100908",2,"B",24.2,9.8,6.9,5.2,6,NA
"27113","CKM2012100908",3,"B",24.4,21.7,6.6,13.4,5.3,NA
"27114","CKM2012100908",4,"B",24.7,26.9,6.7,16.5,5,NA
"27115","CKM2012100908",4.4,"B",24.7,27,6.8,16.6,5,NA
"27116","CKM2012100909",0.2,"B",24.4,0.3,8.7,0.2,6.3,NA
"27117","CKM2012100909",0.9,"B",24.4,0.3,8.5,0.2,6.2,NA
"27118","CKM2012100910",0.2,"B",24.3,0.2,8.1,0.1,6.3,NA
"27119","CKM2012100910",1,"B",24.2,0.3,8,0.2,6.2,NA
"27120","CKM2012100910",1.2,"B",24.1,0.3,8,0.2,6.1,NA
"27121","CKM2012110101",0.2,"B",16.5,40.9,8.6,26.2,10.4,NA
"27122","CKM2012110101",0.3,"B",16.6,40.8,8.5,26.2,10.2,NA
"27123","CKM2012110102",0.2,"B",16.7,41.4,8.1,26.6,8.8,NA
"27124","CKM2012110103",0.2,"B",16.5,44.8,8,29,9.6,NA
"27125","CKM2012110103",0.9,"B",16.4,46,8,29.9,9.6,NA
"27126","CKM2012110104",0.2,"B",16.7,43.5,7.9,28.1,9.4,NA
"27127","CKM2012110104",0.5,"B",16.5,45.4,7.9,29.4,9.7,NA
"27128","CKM2012110105",0.2,"B",16.9,44.8,7.9,29,10.3,NA
"27129","CKM2012110105",0.4,"B",16.9,44.8,7.9,29,10.3,NA
"27130","CKM2012110106",0.2,"B",17.7,41.9,7.9,26.9,11.4,NA
"27131","CKM2012110106",0.3,"B",17.7,41.8,8,26.9,11.4,NA
"27132","CKM2012110107",0.2,"B",17,46.6,7.8,30.3,10.2,NA
"27133","CKM2012110107",0.6,"B",17,46.6,7.8,30.3,10.2,NA
"27134","CKM2012110108",0.2,"B",17.5,46,7.9,29.9,10.8,NA
"27135","CKM2012110108",0.6,"B",17.4,46,7.9,29.9,10.7,NA
"27136","CKM2012110201",0.2,"B",16.8,41.2,7.9,26.4,9.1,NA
"27137","CKM2012110201",0.4,"B",16.8,41.2,7.9,26.4,9.1,NA
"27138","CKM2012110202",0.2,"B",16.7,41.9,7.9,27.1,9,NA
"27139","CKM2012110202",1,"B",16.4,44.9,7.9,29.3,9.2,NA
"27140","CKM2012110202",2,"B",16.6,47.4,7.9,30.9,8.9,NA
"27141","CKM2012110202",3,"B",16.7,48.8,7.9,31.9,8.7,NA
"27142","CKM2012110202",3.2,"B",16.8,49.1,7.9,32.2,8.6,NA
"27143","CKM2012110203",0.2,"B",16.7,43.4,7.9,28.1,9.3,NA
"27144","CKM2012110203",1,"B",16.4,45.8,7.9,29.8,9.3,NA
"27145","CKM2012110203",2,"B",16.7,48.6,7.9,31.8,9,NA
"27146","CKM2012110203",3,"B",16.8,49.1,7.9,32.1,8.8,NA
"27147","CKM2012110204",0.2,"B",17.6,50.9,7.9,33.5,9.1,NA
"27148","CKM2012110204",1,"B",17.3,51.7,7.9,33.6,9.1,NA
"27149","CKM2012110204",2,"B",17.3,51.2,7.9,33.7,9.1,NA
"27150","CKM2012110204",3,"B",17.3,51.2,7.9,33.8,9.1,NA
"27151","CKM2012110204",4,"B",17.2,51.4,7.9,33.8,9.1,NA
"27152","CKM2012110204",5,"B",17.2,51.4,7.9,33.9,8.8,NA
"27153","CKM2012110204",5.3,"B",17.2,51.4,7.9,33.9,8.6,NA
"27154","CKM2012110205",0.2,"B",17.4,47.9,8,31.3,9.4,NA
"27155","CKM2012110205",0.5,"B",17.4,47.9,8,31.3,9.7,NA
"27156","CKM2012110206",0.2,"B",16.9,43.1,8,27.8,10.1,NA
"27157","CKM2012110206",1,"B",16.4,43.3,8,28,10.3,NA
"27158","CKM2012110206",2,"B",16.4,43.5,8,28,10.3,NA
"27159","CKM2012110206",3,"B",16.4,43.5,8,28.1,10.1,NA
"27160","CKM2012110206",3.1,"B",16.4,43.5,8,28.1,10,NA
"27161","CKM2012110207",0.2,"B",17.9,46.9,8.1,30.5,11.5,NA
"27162","CKM2012110207",0.6,"B",17.9,46.9,8.1,30.5,11.5,NA
"27163","CKM2012110208",0.2,"B",17.1,46.7,8,30.4,9.5,NA
"27164","CKM2012110208",1,"B",17.1,46.8,8,30.4,9.6,NA
"27165","CKM2012110208",2,"B",17.1,46.7,8,30.4,9.6,NA
"27166","CKM2012110208",2.4,"B",17.1,46.7,8,30.4,9.6,NA
"27167","CKM2012110301",0.2,"B",19.7,42,8.2,27,8.7,NA
"27168","CKM2012110301",1,"B",19.7,42,8.2,27,8.8,NA
"27169","CKM2012110301",1.8,"B",19.7,42,8.1,27,8.8,NA
